Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Fats and oils,7,2021,2021,Lower bound of forecast range,2.5
Fats and oils,7,2021,2021,Upper bound of forecast range,3.5
Fats and oils,8,2021,2021,Lower bound of forecast range,3
Fats and oils,8,2021,2021,Upper bound of forecast range,4
Fats and oils,9,2021,2021,Lower bound of forecast range,3
Fats and oils,9,2021,2021,Upper bound of forecast range,4
Fats and oils,10,2021,2021,Lower bound of forecast range,3.5
Fats and oils,10,2021,2021,Upper bound of forecast range,4.5
Fats and oils,11,2021,2021,Lower bound of forecast range,4
Fats and oils,11,2021,2021,Upper bound of forecast range,5
Fats and oils,12,2021,2021,Lower bound of forecast range,4
Fats and oils,12,2021,2021,Upper bound of forecast range,5
Fruits and vegetables,7,2020,2021,Lower bound of forecast range,1
Fruits and vegetables,7,2020,2021,Upper bound of forecast range,2
Fruits and vegetables,8,2020,2021,Lower bound of forecast range,1
Fruits and vegetables,8,2020,2021,Upper bound of forecast range,2
Fruits and vegetables,9,2020,2021,Lower bound of forecast range,1
Fruits and vegetables,9,2020,2021,Upper bound of forecast range,2
Fruits and vegetables,10,2020,2021,Lower bound of forecast range,1
Fruits and vegetables,10,2020,2021,Upper bound of forecast range,2
Fruits and vegetables,11,2020,2021,Lower bound of forecast range,1
Fruits and vegetables,11,2020,2021,Upper bound of forecast range,2
Fruits and vegetables,12,2020,2021,Lower bound of forecast range,1
Fruits and vegetables,12,2020,2021,Upper bound of forecast range,2
Fruits and vegetables,1,2021,2021,Lower bound of forecast range,1
Fruits and vegetables,1,2021,2021,Upper bound of forecast range,2
Fruits and vegetables,2,2021,2021,Lower bound of forecast range,1
Fruits and vegetables,2,2021,2021,Upper bound of forecast range,2
Fruits and vegetables,3,2021,2021,Lower bound of forecast range,1
Fruits and vegetables,3,2021,2021,Upper bound of forecast range,2
Fruits and vegetables,4,2021,2021,Lower bound of forecast range,1.5
Fruits and vegetables,4,2021,2021,Upper bound of forecast range,2.5
Fruits and vegetables,5,2021,2021,Lower bound of forecast range,2
Fruits and vegetables,5,2021,2021,Upper bound of forecast range,3
Fruits and vegetables,6,2021,2021,Lower bound of forecast range,2
Fruits and vegetables,6,2021,2021,Upper bound of forecast range,3
Fruits and vegetables,7,2021,2021,Lower bound of forecast range,2
Fruits and vegetables,7,2021,2021,Upper bound of forecast range,3
Fruits and vegetables,8,2021,2021,Lower bound of forecast range,2
Fruits and vegetables,8,2021,2021,Upper bound of forecast range,3
Fruits and vegetables,9,2021,2021,Lower bound of forecast range,2
Fruits and vegetables,9,2021,2021,Upper bound of forecast range,3
Fruits and vegetables,10,2021,2021,Lower bound of forecast range,2
Fruits and vegetables,10,2021,2021,Upper bound of forecast range,3
Fruits and vegetables,11,2021,2021,Lower bound of forecast range,2.5
Fruits and vegetables,11,2021,2021,Upper bound of forecast range,3.5
Fruits and vegetables,12,2021,2021,Lower bound of forecast range,2.5
Fruits and vegetables,12,2021,2021,Upper bound of forecast range,3.5
Fresh fruits and vegetables,7,2020,2021,Lower bound of forecast range,0.5
Fresh fruits and vegetables,7,2020,2021,Upper bound of forecast range,1.5
Fresh fruits and vegetables,8,2020,2021,Lower bound of forecast range,0.5
Fresh fruits and vegetables,8,2020,2021,Upper bound of forecast range,1.5
Fresh fruits and vegetables,9,2020,2021,Lower bound of forecast range,0.5
Fresh fruits and vegetables,9,2020,2021,Upper bound of forecast range,1.5
Fresh fruits and vegetables,10,2020,2021,Lower bound of forecast range,0.5
Fresh fruits and vegetables,10,2020,2021,Upper bound of forecast range,1.5
Fresh fruits and vegetables,11,2020,2021,Lower bound of forecast range,0.5
Fresh fruits and vegetables,11,2020,2021,Upper bound of forecast range,1.5
Fresh fruits and vegetables,12,2020,2021,Lower bound of forecast range,0.5
Fresh fruits and vegetables,12,2020,2021,Upper bound of forecast range,1.5
Fresh fruits and vegetables,1,2021,2021,Lower bound of forecast range,0.5
Fresh fruits and vegetables,1,2021,2021,Upper bound of forecast range,1.5
Fresh fruits and vegetables,2,2021,2021,Lower bound of forecast range,0.5
Fresh fruits and vegetables,2,2021,2021,Upper bound of forecast range,1.5
Fresh fruits and vegetables,3,2021,2021,Lower bound of forecast range,1
Fresh fruits and vegetables,3,2021,2021,Upper bound of forecast range,2
Fresh fruits and vegetables,4,2021,2021,Lower bound of forecast range,1.5
Fresh fruits and vegetables,4,2021,2021,Upper bound of forecast range,2.5
Fresh fruits and vegetables,5,2021,2021,Lower bound of forecast range,2
Fresh fruits and vegetables,5,2021,2021,Upper bound of forecast range,3
Fresh fruits and vegetables,6,2021,2021,Lower bound of forecast range,2
Fresh fruits and vegetables,6,2021,2021,Upper bound of forecast range,3
Fresh fruits and vegetables,7,2021,2021,Lower bound of forecast range,2.5
Fresh fruits and vegetables,7,2021,2021,Upper bound of forecast range,3.5
Fresh fruits and vegetables,8,2021,2021,Lower bound of forecast range,2.5
Fresh fruits and vegetables,8,2021,2021,Upper bound of forecast range,3.5
Fresh fruits and vegetables,9,2021,2021,Lower bound of forecast range,2.5
Fresh fruits and vegetables,9,2021,2021,Upper bound of forecast range,3.5
Fresh fruits and vegetables,10,2021,2021,Lower bound of forecast range,2.5
Fresh fruits and vegetables,10,2021,2021,Upper bound of forecast range,3.5
Fresh fruits and vegetables,11,2021,2021,Lower bound of forecast range,2.5
Fresh fruits and vegetables,11,2021,2021,Upper bound of forecast range,3.5
Fresh fruits and vegetables,12,2021,2021,Lower bound of forecast range,2.5
Fresh fruits and vegetables,12,2021,2021,Upper bound of forecast range,3.5
Fresh fruits,7,2020,2021,Lower bound of forecast range,0
Fresh fruits,7,2020,2021,Upper bound of forecast range,1
Fresh fruits,8,2020,2021,Lower bound of forecast range,0
Fresh fruits,8,2020,2021,Upper bound of forecast range,1
Fresh fruits,9,2020,2021,Lower bound of forecast range,0
Fresh fruits,9,2020,2021,Upper bound of forecast range,1
Fresh fruits,10,2020,2021,Lower bound of forecast range,0
Fresh fruits,10,2020,2021,Upper bound of forecast range,1
Fresh fruits,11,2020,2021,Lower bound of forecast range,0
Fresh fruits,11,2020,2021,Upper bound of forecast range,1
Fresh fruits,12,2020,2021,Lower bound of forecast range,0
Fresh fruits,12,2020,2021,Upper bound of forecast range,1
Fresh fruits,1,2021,2021,Lower bound of forecast range,0
Fresh fruits,1,2021,2021,Upper bound of forecast range,1
Fresh fruits,2,2021,2021,Lower bound of forecast range,0
Fresh fruits,2,2021,2021,Upper bound of forecast range,1
Fresh fruits,3,2021,2021,Lower bound of forecast range,1
Fresh fruits,3,2021,2021,Upper bound of forecast range,2
Fresh fruits,4,2021,2021,Lower bound of forecast range,2
Fresh fruits,4,2021,2021,Upper bound of forecast range,3
Fresh fruits,5,2021,2021,Lower bound of forecast range,3.5
Fresh fruits,5,2021,2021,Upper bound of forecast range,4.5
Fresh fruits,6,2021,2021,Lower bound of forecast range,4
Fresh fruits,6,2021,2021,Upper bound of forecast range,5
Fresh fruits,7,2021,2021,Lower bound of forecast range,5
Fresh fruits,7,2021,2021,Upper bound of forecast range,6
Fresh fruits,8,2021,2021,Lower bound of forecast range,5
Fresh fruits,8,2021,2021,Upper bound of forecast range,6
Fresh fruits,9,2021,2021,Lower bound of forecast range,4.5
Fresh fruits,9,2021,2021,Upper bound of forecast range,5.5
Fresh fruits,10,2021,2021,Lower bound of forecast range,4.5
Fresh fruits,10,2021,2021,Upper bound of forecast range,5.5
Fresh fruits,11,2021,2021,Lower bound of forecast range,4.5
Fresh fruits,11,2021,2021,Upper bound of forecast range,5.5
Fresh fruits,12,2021,2021,Lower bound of forecast range,4.5
Fresh fruits,12,2021,2021,Upper bound of forecast range,5.5
Fresh vegetables,7,2020,2021,Lower bound of forecast range,0
Fresh vegetables,7,2020,2021,Upper bound of forecast range,1
Fresh vegetables,8,2020,2021,Lower bound of forecast range,0
Fresh vegetables,8,2020,2021,Upper bound of forecast range,1
Fresh vegetables,9,2020,2021,Lower bound of forecast range,0
Fresh vegetables,9,2020,2021,Upper bound of forecast range,1
Fresh vegetables,10,2020,2021,Lower bound of forecast range,0
Fresh vegetables,10,2020,2021,Upper bound of forecast range,1
Fresh vegetables,11,2020,2021,Lower bound of forecast range,0
Fresh vegetables,11,2020,2021,Upper bound of forecast range,1
Fresh vegetables,12,2020,2021,Lower bound of forecast range,0
Fresh vegetables,12,2020,2021,Upper bound of forecast range,1
Fresh vegetables,1,2021,2021,Lower bound of forecast range,0
Fresh vegetables,1,2021,2021,Upper bound of forecast range,1
Fresh vegetables,2,2021,2021,Lower bound of forecast range,0
Fresh vegetables,2,2021,2021,Upper bound of forecast range,1
Fresh vegetables,3,2021,2021,Lower bound of forecast range,0
Fresh vegetables,3,2021,2021,Upper bound of forecast range,1
Fresh vegetables,4,2021,2021,Lower bound of forecast range,0
Fresh vegetables,4,2021,2021,Upper bound of forecast range,1
Fresh vegetables,5,2021,2021,Lower bound of forecast range,0
Fresh vegetables,5,2021,2021,Upper bound of forecast range,1
Fresh vegetables,6,2021,2021,Lower bound of forecast range,0
Fresh vegetables,6,2021,2021,Upper bound of forecast range,1
Fresh vegetables,7,2021,2021,Lower bound of forecast range,0
Fresh vegetables,7,2021,2021,Upper bound of forecast range,1
Fresh vegetables,8,2021,2021,Lower bound of forecast range,0
Fresh vegetables,8,2021,2021,Upper bound of forecast range,1
Fresh vegetables,9,2021,2021,Lower bound of forecast range,0
Fresh vegetables,9,2021,2021,Upper bound of forecast range,1
Fresh vegetables,10,2021,2021,Lower bound of forecast range,0
Fresh vegetables,10,2021,2021,Upper bound of forecast range,1
Fresh vegetables,11,2021,2021,Lower bound of forecast range,0.5
Fresh vegetables,11,2021,2021,Upper bound of forecast range,1.5
Fresh vegetables,12,2021,2021,Lower bound of forecast range,0.5
Fresh vegetables,12,2021,2021,Upper bound of forecast range,1.5
Processed fruits and vegetables,7,2020,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,7,2020,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,8,2020,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,8,2020,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,9,2020,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,9,2020,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,10,2020,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,10,2020,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,11,2020,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,11,2020,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,12,2020,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,12,2020,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,1,2021,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,1,2021,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,2,2021,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,2,2021,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,3,2021,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,3,2021,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,4,2021,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,4,2021,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,5,2021,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,5,2021,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,6,2021,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,6,2021,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,7,2021,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,7,2021,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,8,2021,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,8,2021,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,9,2021,2021,Lower bound of forecast range,1.5
Processed fruits and vegetables,9,2021,2021,Upper bound of forecast range,2.5
Processed fruits and vegetables,10,2021,2021,Lower bound of forecast range,2
Processed fruits and vegetables,10,2021,2021,Upper bound of forecast range,3
Processed fruits and vegetables,11,2021,2021,Lower bound of forecast range,2
Processed fruits and vegetables,11,2021,2021,Upper bound of forecast range,3
Processed fruits and vegetables,12,2021,2021,Lower bound of forecast range,2
Processed fruits and vegetables,12,2021,2021,Upper bound of forecast range,3
Sugar and sweets,7,2020,2021,Lower bound of forecast range,1
Sugar and sweets,7,2020,2021,Upper bound of forecast range,2
Sugar and sweets,8,2020,2021,Lower bound of forecast range,1
Sugar and sweets,8,2020,2021,Upper bound of forecast range,2
Sugar and sweets,9,2020,2021,Lower bound of forecast range,1
Sugar and sweets,9,2020,2021,Upper bound of forecast range,2
Sugar and sweets,10,2020,2021,Lower bound of forecast range,1
Sugar and sweets,10,2020,2021,Upper bound of forecast range,2
Sugar and sweets,11,2020,2021,Lower bound of forecast range,1
Sugar and sweets,11,2020,2021,Upper bound of forecast range,2
Sugar and sweets,12,2020,2021,Lower bound of forecast range,1
Sugar and sweets,12,2020,2021,Upper bound of forecast range,2
Sugar and sweets,1,2021,2021,Lower bound of forecast range,1
Sugar and sweets,1,2021,2021,Upper bound of forecast range,2
Sugar and sweets,2,2021,2021,Lower bound of forecast range,1.5
Sugar and sweets,2,2021,2021,Upper bound of forecast range,2.5
Sugar and sweets,3,2021,2021,Lower bound of forecast range,1.5
Sugar and sweets,3,2021,2021,Upper bound of forecast range,2.5
Sugar and sweets,4,2021,2021,Lower bound of forecast range,1.5
Sugar and sweets,4,2021,2021,Upper bound of forecast range,2.5
Sugar and sweets,5,2021,2021,Lower bound of forecast range,1.5
Sugar and sweets,5,2021,2021,Upper bound of forecast range,2.5
Sugar and sweets,6,2021,2021,Lower bound of forecast range,1.5
Sugar and sweets,6,2021,2021,Upper bound of forecast range,2.5
Sugar and sweets,7,2021,2021,Lower bound of forecast range,1.5
Sugar and sweets,7,2021,2021,Upper bound of forecast range,2.5
Sugar and sweets,8,2021,2021,Lower bound of forecast range,2
Sugar and sweets,8,2021,2021,Upper bound of forecast range,3
Sugar and sweets,9,2021,2021,Lower bound of forecast range,2
Sugar and sweets,9,2021,2021,Upper bound of forecast range,3
Sugar and sweets,10,2021,2021,Lower bound of forecast range,2
Sugar and sweets,10,2021,2021,Upper bound of forecast range,3
Sugar and sweets,11,2021,2021,Lower bound of forecast range,2
Sugar and sweets,11,2021,2021,Upper bound of forecast range,3
Sugar and sweets,12,2021,2021,Lower bound of forecast range,2
Sugar and sweets,12,2021,2021,Upper bound of forecast range,3
Cereals and bakery products,7,2020,2021,Lower bound of forecast range,1.5
Cereals and bakery products,7,2020,2021,Upper bound of forecast range,2.5
Cereals and bakery products,8,2020,2021,Lower bound of forecast range,1.5
Cereals and bakery products,8,2020,2021,Upper bound of forecast range,2.5
Cereals and bakery products,9,2020,2021,Lower bound of forecast range,1.5
Cereals and bakery products,9,2020,2021,Upper bound of forecast range,2.5
Cereals and bakery products,10,2020,2021,Lower bound of forecast range,1.5
Cereals and bakery products,10,2020,2021,Upper bound of forecast range,2.5
Cereals and bakery products,11,2020,2021,Lower bound of forecast range,1.5
Cereals and bakery products,11,2020,2021,Upper bound of forecast range,2.5
Cereals and bakery products,12,2020,2021,Lower bound of forecast range,1.5
Cereals and bakery products,12,2020,2021,Upper bound of forecast range,2.5
Cereals and bakery products,1,2021,2021,Lower bound of forecast range,1.5
Cereals and bakery products,1,2021,2021,Upper bound of forecast range,2.5
Cereals and bakery products,2,2021,2021,Lower bound of forecast range,1.5
Cereals and bakery products,2,2021,2021,Upper bound of forecast range,2.5
Cereals and bakery products,3,2021,2021,Lower bound of forecast range,1.5
Cereals and bakery products,3,2021,2021,Upper bound of forecast range,2.5
Cereals and bakery products,4,2021,2021,Lower bound of forecast range,1.5
Cereals and bakery products,4,2021,2021,Upper bound of forecast range,2.5
Cereals and bakery products,5,2021,2021,Lower bound of forecast range,1
Cereals and bakery products,5,2021,2021,Upper bound of forecast range,2
Cereals and bakery products,6,2021,2021,Lower bound of forecast range,1
Cereals and bakery products,6,2021,2021,Upper bound of forecast range,2
Cereals and bakery products,7,2021,2021,Lower bound of forecast range,1
Cereals and bakery products,7,2021,2021,Upper bound of forecast range,2
Cereals and bakery products,8,2021,2021,Lower bound of forecast range,1
Cereals and bakery products,8,2021,2021,Upper bound of forecast range,2
Cereals and bakery products,9,2021,2021,Lower bound of forecast range,1
Cereals and bakery products,9,2021,2021,Upper bound of forecast range,2
Cereals and bakery products,10,2021,2021,Lower bound of forecast range,1
Cereals and bakery products,10,2021,2021,Upper bound of forecast range,2
Cereals and bakery products,11,2021,2021,Lower bound of forecast range,1.5
Cereals and bakery products,11,2021,2021,Upper bound of forecast range,2.5
Cereals and bakery products,12,2021,2021,Lower bound of forecast range,1.5
Cereals and bakery products,12,2021,2021,Upper bound of forecast range,2.5
Nonalcoholic beverages,7,2020,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,7,2020,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,8,2020,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,8,2020,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,9,2020,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,9,2020,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,10,2020,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,10,2020,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,11,2020,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,11,2020,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,12,2020,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,12,2020,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,1,2021,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,1,2021,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,2,2021,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,2,2021,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,3,2021,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,3,2021,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,4,2021,2021,Lower bound of forecast range,2.5
Nonalcoholic beverages,4,2021,2021,Upper bound of forecast range,3.5
Nonalcoholic beverages,5,2021,2021,Lower bound of forecast range,2
Nonalcoholic beverages,5,2021,2021,Upper bound of forecast range,3
Nonalcoholic beverages,6,2021,2021,Lower bound of forecast range,2
Nonalcoholic beverages,6,2021,2021,Upper bound of forecast range,3
Nonalcoholic beverages,7,2021,2021,Lower bound of forecast range,2
Nonalcoholic beverages,7,2021,2021,Upper bound of forecast range,3
Nonalcoholic beverages,8,2021,2021,Lower bound of forecast range,2
Nonalcoholic beverages,8,2021,2021,Upper bound of forecast range,3
Nonalcoholic beverages,9,2021,2021,Lower bound of forecast range,2
Nonalcoholic beverages,9,2021,2021,Upper bound of forecast range,3
Nonalcoholic beverages,10,2021,2021,Lower bound of forecast range,2
Nonalcoholic beverages,10,2021,2021,Upper bound of forecast range,3
Nonalcoholic beverages,11,2021,2021,Lower bound of forecast range,2
Nonalcoholic beverages,11,2021,2021,Upper bound of forecast range,3
Nonalcoholic beverages,12,2021,2021,Lower bound of forecast range,2
Nonalcoholic beverages,12,2021,2021,Upper bound of forecast range,3
Other foods,7,2020,2021,Lower bound of forecast range,3
Other foods,7,2020,2021,Upper bound of forecast range,4
Other foods,8,2020,2021,Lower bound of forecast range,3
Other foods,8,2020,2021,Upper bound of forecast range,4
Other foods,9,2020,2021,Lower bound of forecast range,3
Other foods,9,2020,2021,Upper bound of forecast range,4
Other foods,10,2020,2021,Lower bound of forecast range,3
Other foods,10,2020,2021,Upper bound of forecast range,4
Other foods,11,2020,2021,Lower bound of forecast range,3
Other foods,11,2020,2021,Upper bound of forecast range,4
Other foods,12,2020,2021,Lower bound of forecast range,3
Other foods,12,2020,2021,Upper bound of forecast range,4
Other foods,1,2021,2021,Lower bound of forecast range,3
Other foods,1,2021,2021,Upper bound of forecast range,4
Other foods,2,2021,2021,Lower bound of forecast range,3
Other foods,2,2021,2021,Upper bound of forecast range,4
Other foods,3,2021,2021,Lower bound of forecast range,2
Other foods,3,2021,2021,Upper bound of forecast range,3
Other foods,4,2021,2021,Lower bound of forecast range,2
Other foods,4,2021,2021,Upper bound of forecast range,3
Other foods,5,2021,2021,Lower bound of forecast range,1.5
Other foods,5,2021,2021,Upper bound of forecast range,2.5
Other foods,6,2021,2021,Lower bound of forecast range,1
Other foods,6,2021,2021,Upper bound of forecast range,2
Other foods,7,2021,2021,Lower bound of forecast range,1
Other foods,7,2021,2021,Upper bound of forecast range,2
Other foods,8,2021,2021,Lower bound of forecast range,1
Other foods,8,2021,2021,Upper bound of forecast range,2
Other foods,9,2021,2021,Lower bound of forecast range,1
Other foods,9,2021,2021,Upper bound of forecast range,2
Other foods,10,2021,2021,Lower bound of forecast range,1
Other foods,10,2021,2021,Upper bound of forecast range,2
Other foods,11,2021,2021,Lower bound of forecast range,1
Other foods,11,2021,2021,Upper bound of forecast range,2
Other foods,12,2021,2021,Lower bound of forecast range,1
Other foods,12,2021,2021,Upper bound of forecast range,2
All food,7,2021,2022,Lower bound of forecast range,2
All food,7,2021,2022,Upper bound of forecast range,3
All food,8,2021,2022,Lower bound of forecast range,2
All food,8,2021,2022,Upper bound of forecast range,3
All food,9,2021,2022,Lower bound of forecast range,2
All food,9,2021,2022,Upper bound of forecast range,3
All food,10,2021,2022,Lower bound of forecast range,2
All food,10,2021,2022,Upper bound of forecast range,3
All food,11,2021,2022,Lower bound of forecast range,2
All food,11,2021,2022,Upper bound of forecast range,3
All food,12,2021,2022,Lower bound of forecast range,2
All food,12,2021,2022,Upper bound of forecast range,3
All food,1,2022,2022,Lower bound of forecast range,2
All food,1,2022,2022,Upper bound of forecast range,3
All food,2,2022,2022,Lower bound of forecast range,2.5
All food,2,2022,2022,Upper bound of forecast range,3.5
All food,3,2022,2022,Lower bound of forecast range,4.5
All food,3,2022,2022,Upper bound of forecast range,5.5
All food,4,2022,2022,Lower bound of forecast range,5
All food,4,2022,2022,Upper bound of forecast range,6
All food,5,2022,2022,Lower bound of forecast range,6.5
All food,5,2022,2022,Upper bound of forecast range,7.5
All food,6,2022,2022,Lower bound of forecast range,7.5
All food,6,2022,2022,Upper bound of forecast range,8.5
All food,7,2022,2022,Lower bound of forecast range,8.5
All food,7,2022,2022,Upper bound of forecast range,9.5
All food,8,2022,2022,Lower bound of forecast range,8.5
All food,8,2022,2022,Upper bound of forecast range,9.5
All food,9,2022,2022,Lower bound of forecast range,9
All food,9,2022,2022,Upper bound of forecast range,10
All food,10,2022,2022,Lower bound of forecast range,9.5
All food,10,2022,2022,Upper bound of forecast range,10.5
All food,11,2022,2022,Lower bound of forecast range,9.5
All food,11,2022,2022,Upper bound of forecast range,10.5
All food,12,2022,2022,Lower bound of forecast range,9.5
All food,12,2022,2022,Upper bound of forecast range,10.5
Food away from home,7,2021,2022,Lower bound of forecast range,3
Food away from home,7,2021,2022,Upper bound of forecast range,4
Food away from home,8,2021,2022,Lower bound of forecast range,3
Food away from home,8,2021,2022,Upper bound of forecast range,4
Food away from home,9,2021,2022,Lower bound of forecast range,3
Food away from home,9,2021,2022,Upper bound of forecast range,4
Food away from home,10,2021,2022,Lower bound of forecast range,3
Food away from home,10,2021,2022,Upper bound of forecast range,4
Food away from home,11,2021,2022,Lower bound of forecast range,3
Food away from home,11,2021,2022,Upper bound of forecast range,4
Food away from home,12,2021,2022,Lower bound of forecast range,3
Food away from home,12,2021,2022,Upper bound of forecast range,4
Food away from home,1,2022,2022,Lower bound of forecast range,3.5
Food away from home,1,2022,2022,Upper bound of forecast range,4.5
Food away from home,2,2022,2022,Lower bound of forecast range,4
Food away from home,2,2022,2022,Upper bound of forecast range,5
Food away from home,3,2022,2022,Lower bound of forecast range,5.5
Food away from home,3,2022,2022,Upper bound of forecast range,6.5
Food away from home,4,2022,2022,Lower bound of forecast range,5.5
Food away from home,4,2022,2022,Upper bound of forecast range,6.5
Food away from home,5,2022,2022,Lower bound of forecast range,6
Food away from home,5,2022,2022,Upper bound of forecast range,7
Food away from home,6,2022,2022,Lower bound of forecast range,6
Food away from home,6,2022,2022,Upper bound of forecast range,7
Food away from home,7,2022,2022,Lower bound of forecast range,6.5
Food away from home,7,2022,2022,Upper bound of forecast range,7.5
Food away from home,8,2022,2022,Lower bound of forecast range,6.5
Food away from home,8,2022,2022,Upper bound of forecast range,7.5
Food away from home,9,2022,2022,Lower bound of forecast range,6.5
Food away from home,9,2022,2022,Upper bound of forecast range,7.5
Food away from home,10,2022,2022,Lower bound of forecast range,7
Food away from home,10,2022,2022,Upper bound of forecast range,8
Food away from home,11,2022,2022,Lower bound of forecast range,7
Food away from home,11,2022,2022,Upper bound of forecast range,8
Food away from home,12,2022,2022,Lower bound of forecast range,7
Food away from home,12,2022,2022,Upper bound of forecast range,8
Food at home,7,2021,2022,Lower bound of forecast range,1.5
Food at home,7,2021,2022,Upper bound of forecast range,2.5
Food at home,8,2021,2022,Lower bound of forecast range,1.5
Food at home,8,2021,2022,Upper bound of forecast range,2.5
Food at home,9,2021,2022,Lower bound of forecast range,1.5
Food at home,9,2021,2022,Upper bound of forecast range,2.5
Food at home,10,2021,2022,Lower bound of forecast range,1.5
Food at home,10,2021,2022,Upper bound of forecast range,2.5
Food at home,11,2021,2022,Lower bound of forecast range,1.5
Food at home,11,2021,2022,Upper bound of forecast range,2.5
Food at home,12,2021,2022,Lower bound of forecast range,1.5
Food at home,12,2021,2022,Upper bound of forecast range,2.5
Food at home,1,2022,2022,Lower bound of forecast range,1.5
Food at home,1,2022,2022,Upper bound of forecast range,2.5
Food at home,2,2022,2022,Lower bound of forecast range,2
Food at home,2,2022,2022,Upper bound of forecast range,3
Food at home,3,2022,2022,Lower bound of forecast range,3
Food at home,3,2022,2022,Upper bound of forecast range,4
Food at home,4,2022,2022,Lower bound of forecast range,5
Food at home,4,2022,2022,Upper bound of forecast range,6
Food at home,5,2022,2022,Lower bound of forecast range,7
Food at home,5,2022,2022,Upper bound of forecast range,8
Food at home,6,2022,2022,Lower bound of forecast range,8.5
Food at home,6,2022,2022,Upper bound of forecast range,9.5
Food at home,7,2022,2022,Lower bound of forecast range,10
Food at home,7,2022,2022,Upper bound of forecast range,11
Food at home,8,2022,2022,Lower bound of forecast range,10
Food at home,8,2022,2022,Upper bound of forecast range,11
Food at home,9,2022,2022,Lower bound of forecast range,10.5
Food at home,9,2022,2022,Upper bound of forecast range,11.5
Food at home,10,2022,2022,Lower bound of forecast range,11
Food at home,10,2022,2022,Upper bound of forecast range,12
Food at home,11,2022,2022,Lower bound of forecast range,11
Food at home,11,2022,2022,Upper bound of forecast range,12
Food at home,12,2022,2022,Lower bound of forecast range,11
Food at home,12,2022,2022,Upper bound of forecast range,12
"Meats, poultry, and fish",7,2021,2022,Lower bound of forecast range,2
"Meats, poultry, and fish",7,2021,2022,Upper bound of forecast range,3
"Meats, poultry, and fish",8,2021,2022,Lower bound of forecast range,2
"Meats, poultry, and fish",8,2021,2022,Upper bound of forecast range,3
"Meats, poultry, and fish",9,2021,2022,Lower bound of forecast range,2
"Meats, poultry, and fish",9,2021,2022,Upper bound of forecast range,3
"Meats, poultry, and fish",10,2021,2022,Lower bound of forecast range,2
"Meats, poultry, and fish",10,2021,2022,Upper bound of forecast range,3
"Meats, poultry, and fish",11,2021,2022,Lower bound of forecast range,2
"Meats, poultry, and fish",11,2021,2022,Upper bound of forecast range,3
"Meats, poultry, and fish",12,2021,2022,Lower bound of forecast range,2
"Meats, poultry, and fish",12,2021,2022,Upper bound of forecast range,3
"Meats, poultry, and fish",1,2022,2022,Lower bound of forecast range,2.5
"Meats, poultry, and fish",1,2022,2022,Upper bound of forecast range,3.5
